report_id,type,serial,time,lat,long
9502,uneventful,162,,,
9503,uneventful,163,,,
9504,uneventful,164,,,
9505,uneventful,165,,,
9510,uneventful,166,,,
9526,uneventful,167,,,
9528,uneventful,169,,,
9543,uneventful,170,,,
9550,uneventful,171,,,
9551,uneventful,172,,,
9557,uneventful,173,,,
9558,uneventful,174,,,
9560,uneventful,175,,,
9561,uneventful,176,,,
9562,uneventful,177,,,
9563,uneventful,178,,,
9564,uneventful,179,,,
9565,uneventful,180,,,
9566,uneventful,181,,,
9567,uneventful,182,,,
9568,uneventful,183,,,
9569,uneventful,184,,,
9577,uneventful,185,,,
9579,uneventful,186,,,
9582,uneventful,187,,,
9583,uneventful,188,,,
9584,uneventful,189,,,
9595,uneventful,190,,,
9599,uneventful,191,,,
9601,uneventful,192,,,
9603,uneventful,193,,,
9605,uneventful,195,,,
9606,uneventful,196,,,
9608,uneventful,197,,,
9609,uneventful,198,,,
9610,uneventful,199,,,
9611,uneventful,200,,,
9614,uneventful,201,,,
9617,uneventful,202,,,
9618,uneventful,203,,,
9619,uneventful,204,,,
9620,uneventful,205,,,
9622,uneventful,206,,,
9625,uneventful,207,,,
9626,uneventful,208,,,
9627,uneventful,209,,,
9628,uneventful,210,,,
9629,uneventful,211,,,
9630,uneventful,212,,,
9631,uneventful,213,,,
9646,uneventful,214,,,
9647,uneventful,215,,,
9648,uneventful,216,,,
9649,uneventful,217,,,
9662,uneventful,218,,,
9682,uneventful,220,,,
9777,uneventful,221,,,
9815,uneventful,222,,,
9823,uneventful,223,,,
9826,uneventful,226,,,
9954,uneventful,227,,,
9957,uneventful,228,,,
9958,uneventful,229,,,
9959,uneventful,230,,,
10113,uneventful,231,,,
10117,uneventful,232,,,
10118,uneventful,233,,,
10122,uneventful,234,,,
10130,uneventful,235,,,
10132,uneventful,236,,,
10136,uneventful,237,,,
10218,uneventful,238,,,
10254,uneventful,239,,,
10264,uneventful,240,,,
10265,uneventful,241,,,
10266,uneventful,242,,,
10267,uneventful,243,,,
10268,uneventful,244,,,
10407,uneventful,245,,,
10441,uneventful,246,,,
10476,uneventful,247,,,
10486,uneventful,248,,,
10487,uneventful,249,,,
10524,uneventful,250,,,
10527,uneventful,251,,,
10528,uneventful,252,,,
10529,uneventful,253,,,
10530,uneventful,254,,,
10531,uneventful,255,,,
10533,uneventful,256,,,
10677,uneventful,257,,,
10678,uneventful,258,,,
10695,uneventful,259,,,
10696,uneventful,260,,,
10697,uneventful,261,,,
10698,uneventful,262,,,
10700,uneventful,263,,,
11085,uneventful,264,,,
11129,uneventful,265,,,
11180,uneventful,266,,,
11181,uneventful,267,,,
11182,uneventful,268,,,
11183,uneventful,269,,,
11188,uneventful,270,,,
11190,uneventful,271,,,
11204,uneventful,272,,,
11208,uneventful,273,,,
11221,uneventful,274,,,
11231,uneventful,275,,,
11234,uneventful,276,,,
11240,uneventful,277,,,
11242,uneventful,278,,,
11243,uneventful,279,,,
11244,uneventful,280,,,
11246,uneventful,281,,,
11249,uneventful,283,,,
11251,uneventful,284,,,
11253,uneventful,285,,,
11257,uneventful,286,,,
11259,uneventful,287,,,
11260,uneventful,288,,,
11261,uneventful,289,,,
11272,uneventful,290,,,
11278,uneventful,292,,,
11283,uneventful,293,,,
